都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,種別,住所,方書,lat,lng,title,状況
262013,,京都府,福知山市,防火水槽,,,35.32397074,135.0273786,金谷防火水槽9,無蓋
262013,,京都府,福知山市,防火水槽,,,35.32291369,135.0234403,金谷防火水槽10,無蓋
262013,,京都府,福知山市,防火水槽,,,35.32319626,135.0230294,金谷防火水槽11,無蓋
262013,,京都府,福知山市,防火水槽,,,35.32347432,135.0413685,金谷防火水槽13,埋設
262013,,京都府,福知山市,防火水槽,,,35.32322945,135.0398317,金谷防火水槽14,無蓋
262013,,京都府,福知山市,防火水槽,,,35.32406333,135.0502428,金谷防火水槽21,埋設
262013,,京都府,福知山市,防火水槽,,,35.31781972,135.1860564,佐賀防火水槽2,埋設
262013,,京都府,福知山市,防火水槽,,,35.33251992,135.171685,佐賀防火水槽5,埋設
262013,,京都府,福知山市,防火水槽,,,35.3401337,135.167344,佐賀防火水槽8,埋設
262013,,京都府,福知山市,防火水槽,,,35.32835705,135.1581553,佐賀防火水槽11,埋設
262013,,京都府,福知山市,防火水槽,,,35.32997331,135.1603558,佐賀防火水槽12,埋設
262013,,京都府,福知山市,防火水槽,,,35.32630145,135.177052,佐賀防火水槽15,埋設
262013,,京都府,福知山市,防火水槽,,,35.33512146,135.1706897,佐賀防火水槽6,無蓋
262013,,京都府,福知山市,防火水槽,,,35.33002468,135.1727805,佐賀防火水槽7,無蓋
262013,,京都府,福知山市,防火水槽,,,35.34026914,135.1654441,佐賀防火水槽9,無蓋
262013,,京都府,福知山市,防火水槽,,,35.34231233,135.1617888,佐賀防火水槽10,無蓋
262013,,京都府,福知山市,防火水槽,,,35.32950241,135.1584291,佐賀防火水槽13,無蓋
262013,,京都府,福知山市,防火水槽,,,35.23248786,135.2233036,細見防火水槽23,埋設
262013,,京都府,福知山市,防火水槽,,,35.22333809,135.223821,細見防火水槽10,埋設
262013,,京都府,福知山市,防火水槽,,,35.23557855,135.2228683,細見防火水槽12,埋設
262013,,京都府,福知山市,防火水槽,,,35.22042319,135.2254878,細見防火水槽36,埋設
262013,,京都府,福知山市,防火水槽,,,35.21662809,135.2346717,細見防火水槽39,埋設
262013,,京都府,福知山市,防火水槽,,,35.21645062,135.2352576,細見防火水槽40,埋設
262013,,京都府,福知山市,防火水槽,,,35.22294224,135.233059,細見防火水槽43,埋設
262013,,京都府,福知山市,防火水槽,,,35.21702411,135.2370853,細見防火水槽45,埋設
262013,,京都府,福知山市,防火水槽,,,35.21112225,135.2416431,細見防火水槽50,埋設
262013,,京都府,福知山市,防火水槽,,,35.22482813,135.2299577,細見防火水槽67,埋設
262013,,京都府,福知山市,防火水槽,,,35.23203321,135.2234125,細見防火水槽68,埋設
262013,,京都府,福知山市,防火水槽,,,35.18806321,135.2173992,細見防火水槽69,埋設
262013,,京都府,福知山市,防火水槽,,,35.20424896,135.2261082,細見防火水槽70,埋設
262013,,京都府,福知山市,防火水槽,,,35.17769236,135.2070908,細見防火水槽71,埋設
262013,,京都府,福知山市,防火水槽,,,35.19197356,135.2107276,細見防火水槽72,埋設
262013,,京都府,福知山市,防火水槽,,,35.21788273,135.2335742,細見防火水槽73,埋設
